symbol,year,quarter,transcript_dt,report_timing,market_cap,composite,n_priors,level_z,drift_z,signal_blend,entry_date,entry_price,ret_open+30m,ret_open+60m,ret_open+120m,ret_close,ret_t1_close
0001.HK,2025,4,2026-03-23T00:00:00,BMO,222334112250.0,0.177443,11,0.0535,0.2515,0.2256,2026-03-24,58.6,-0.011945,-0.009386,-0.000853,0.004266,0.02901
034220.KS,2025,4,2026-01-28T00:00:00,BMO,6065000000000.0,0.251417,12,0.0496,-2.0427,-1.2398,2026-01-29,11690.0,0.001711,-0.005133,-0.005133,0.010265,-0.001711
005490.KS,2025,4,2026-02-05T00:00:00,BMO,29702411000000.0,0.179304,12,1.3163,2.642,1.7801,2026-02-06,351500.0,0.021337,0.008535,0.02845,0.02276,0.034139
005930.KS,2025,4,2026-01-29T00:00:00,BMO,1082646184800000.0,0.285957,12,0.967,1.0359,0.7734,2026-01-30,162200.0,0.008631,0.023428,-0.004932,-0.010481,-0.07275
005930.KS,2026,1,2026-04-29T00:00:00,BMO,1526259134000000.0,0.229186,12,-1.0242,-1.2553,-0.7357,2026-04-30,228500.0,-0.010941,-0.015317,-0.017505,-0.035011,0.017505
015760.KS,2025,4,2026-02-26T00:00:00,BMO,41008018800000.0,0.090067,12,-0.004,1.5273,1.0243,2026-02-27,60000.0,-0.01,-0.02,-0.025,-0.025,-0.151667
0522.HK,2025,4,2026-03-04T00:00:00,BMO,44965584000.0,0.25756,7,1.0648,0.0588,0.1283,2026-03-05,115.3,-0.012142,-0.003469,-0.006938,-0.025152,-0.039029
0522.HK,2026,1,2026-04-22T00:00:00,BMO,63368165599.0,0.25265,8,0.6891,-0.1021,0.0221,2026-04-23,162.8,-0.020885,-0.02887,-0.030098,-0.051597,0.009828
017670.KS,2025,4,2026-02-05T00:00:00,BMO,16506105000000.0,0.236438,12,-0.49,1.1709,0.8438,2026-02-06,69600.0,0.021552,-0.002874,0.002874,-0.005747,0.054598
030200.KS,2025,4,2026-02-10T00:00:00,BMO,14651887400000.0,0.268413,12,-0.0079,1.1547,0.8445,2026-02-11,63300.0,-0.00316,0.009479,0.014218,-0.009479,0.031596
0669.HK,2025,4,2026-03-04T00:00:00,BMO,222793149600.0,0.253164,7,0.2418,0.134,0.1757,2026-03-05,125.0,-0.0048,-0.0064,-0.0208,-0.0304,-0.0512
0992.HK,2026,4,2026-05-22T00:00:00,BMO,203056308000.0,0.526822,12,1.4832,2.2418,1.6416,2026-05-26,17.1,0.04269,0.073684,0.084795,0.060819,0.112281
005380.KS,2025,3,2026-01-30T00:00:00,BMO,130157500000000.0,0.316747,8,0.7678,0.3453,0.3353,2026-02-02,498500.0,0.003009,-0.005015,-0.02006,-0.041123,-0.014042
005380.KS,2025,4,2026-01-29T00:00:00,BMO,137446320000000.0,0.377238,9,1.6191,-0.0523,0.0769,2026-01-30,508500.0,0.000983,0.006883,-0.010816,-0.016716,-0.05998
105560.KS,2025,4,2026-02-05T00:00:00,BMO,50705878500000.0,0.192122,12,1.6178,1.233,0.8687,2026-02-06,143400.0,0.039052,0.037657,0.067294,0.041144,0.055788
105560.KS,2026,1,2026-04-23T00:00:00,BMO,59659694000000.0,0.177745,12,0.9614,-0.0097,0.0559,2026-04-24,157000.0,0.008917,0.010828,0.000637,0.002548,0.002548
1024.HK,2025,4,2026-03-25T00:00:00,BMO,228201418450.0,0.399053,12,-0.1212,0.9369,0.7487,2026-03-26,46.7,-0.014561,-0.008137,-0.016274,-0.023555,-0.010278
1179.HK,2025,4,2026-03-18T00:00:00,BMO,129471566266.0,0.435504,12,2.6505,1.4267,1.0798,2026-03-19,41.0,0.00878,0.014146,-0.001951,-0.014146,-0.013659
1698.HK,2025,4,2026-03-17T00:00:00,BMO,176166432670.0,0.30514,12,0.216,-0.6684,-0.3276,2026-03-18,46.44,-0.031438,-0.028854,-0.043497,-0.037468,-0.120586
2020.OL,2025,4,2026-02-11T00:00:00,BMO,3112730306.0,0.117139,12,-0.2043,-0.4166,-0.2298,2026-02-12,131.0,0.012214,0.010687,0.00916,0.001527,0.017557
2057.HK,2025,4,2026-03-17T00:00:00,BMO,144901944216.0,0.310345,12,-1.6934,-1.9299,-1.1458,2026-03-18,182.9,0.038272,0.051941,0.058502,0.073811,0.06889
2015.HK,2025,4,2026-03-12T00:00:00,BMO,141779835154.0,0.220438,12,-0.5288,0.7141,0.5413,2026-03-13,68.95,-0.013778,-0.008702,-0.012328,-0.010877,0.013778
1913.HK,2025,4,2026-03-05T00:00:00,BMO,111001698360.0,0.336775,12,1.9633,2.1513,1.5162,2026-03-06,42.6,-0.023944,-0.042254,-0.05446,-0.040376,-0.078404
1810.HK,2025,4,2026-03-24T00:00:00,BMO,853320355920.0,0.177839,12,-1.0779,-0.5436,-0.2911,2026-03-25,31.98,0.01626,0.013133,-0.001876,0.013759,0.010632
2303.TW,2025,4,2026-01-28T00:00:00,BMO,947763300000.0,0.293141,12,1.0211,0.2712,0.2789,2026-01-29,68.4,0.0,0.0,0.0,0.0,-0.087719
2390.HK,2025,4,2026-03-25T00:00:00,BMO,1893555417.0,0.410311,12,4.4375,5.9309,3.9987,2026-03-26,7.33,0.012278,0.00955,0.0,0.004093,-0.017735
2330.TW,2025,4,2026-01-15T00:00:00,BMO,43829724120000.0,0.199025,12,1.6295,1.2166,0.8604,2026-01-16,1720.0,0.0,0.0,0.008721,0.011628,0.023256
2330.TW,2026,1,2026-04-16T00:00:00,BMO,54066258015000.0,0.191833,12,1.105,0.2678,0.2412,2026-04-17,2050.0,-0.004878,-0.002439,-0.007317,-0.009756,0.0
22UA.F,2025,4,2026-03-10T00:00:00,BMO,16879101723.0,0.267734,12,0.8349,0.1449,0.1879,2026-03-11,73.15,0.000684,0.006835,0.007519,0.070403,0.058783
2423.HK,2025,4,2026-03-16T00:00:00,BMO,145981665049.0,0.194113,12,-1.4087,-0.157,-0.0341,2026-03-17,44.7,0.007606,-0.013423,-0.01387,-0.021029,-0.008054
2423.HK,2026,1,2026-05-19T00:00:00,BMO,149318403476.0,0.176236,12,-1.4083,-0.3232,-0.1484,2026-05-20,48.7,-0.045996,-0.057495,-0.059548,-0.056263,-0.070637
2802.T,2026,3,2026-02-05T00:00:00,BMO,3511310955000.0,0.164281,5,-0.5285,-0.6397,-0.3583,2026-02-06,3924.0,0.005352,0.004587,0.013507,0.044597,0.12156
2412.TW,2025,4,2026-02-03T00:00:00,BMO,1032983617500.0,0.300272,12,0.1576,-1.3335,-0.7617,2026-02-04,133.5,-0.003745,0.0,-0.003745,-0.003745,-0.007491
3436.T,2025,4,2026-02-16T00:00:00,BMO,525965344000.0,0.046937,12,0.6412,1.0293,0.6854,2026-02-17,1561.5,-0.001601,0.009926,0.025616,-0.013449,-0.007045
2409.TW,2025,4,2026-02-16T00:00:00,BMO,121626037599.0,0.179232,12,0.2047,-0.5553,-0.2982,2026-02-23,16.35,0.009174,-0.003058,0.003058,-0.024465,0.0
3888.HK,2025,4,2026-03-25T00:00:00,BMO,31956291720.0,0.321823,12,1.2715,0.068,0.1568,2026-03-26,23.02,0.079062,0.082537,0.057341,0.042572,0.030408
4324.T,2026,1,2026-05-20T00:00:00,BMO,814324419000.0,0.252558,12,0.8836,1.6367,1.1523,2026-05-21,3107.0,0.006759,0.006437,0.00354,0.004506,-0.018668
4502.T,2025,3,2026-01-29T00:00:00,BMO,8139658188000.0,0.322529,12,1.1742,0.081,0.1655,2026-01-30,5248.0,-0.002287,-0.005145,-0.002477,-0.001143,0.017912
4502.T,2025,4,2026-05-13T00:00:00,BMO,8112894592000.0,0.198004,12,-1.3561,-2.6286,-1.6393,2026-05-14,5190.0,0.01657,0.014644,0.015414,0.012717,0.016763
4519.T,2025,4,2026-01-29T00:00:00,BMO,13673805558000.0,0.241182,5,2.4612,0.8887,0.6621,2026-01-30,8681.0,0.005184,0.011519,0.010022,0.013823,0.013938
316140.KS,2025,4,2026-02-06T00:00:00,BMO,24452080950000.0,0.249634,12,1.1054,0.9825,0.726,2026-02-09,34700.0,0.008646,0.001441,0.007205,-0.004323,0.025937
4568.T,2025,2,2025-12-15T00:00:00,BMO,6439799471000.0,0.12703,12,-1.4143,-0.3886,-0.2081,2025-12-16,3433.0,-0.002913,0.001456,-0.005535,-0.002039,0.008447
4568.T,2025,3,2026-01-30T00:00:00,BMO,5249600488000.0,0.147927,12,-0.8501,0.6058,0.4456,2026-02-02,2931.5,-0.00307,-0.011769,-0.014327,-0.005117,0.001194
4523.T,2026,3,2026-02-09T00:00:00,BMO,1287286182000.0,0.298147,12,1.3372,-0.5565,-0.2574,2026-02-10,4747.0,0.001685,0.01285,0.012429,0.018749,0.04487
4689.T,2025,2,2026-01-08T00:00:00,BMO,2849662400000.0,0.144251,12,-1.0254,-0.9973,-0.5977,2026-01-09,416.3,-0.003603,0.002162,0.004804,0.002402,0.00048
4689.T,2025,3,2026-02-04T00:00:00,BMO,2592180152600.0,0.18029,12,0.1251,0.4526,0.3573,2026-02-05,403.6,0.008176,0.012636,0.016848,0.010159,0.048563
4005.T,2025,3,2026-02-03T00:00:00,BMO,829338035000.0,0.085336,7,-0.1321,0.2303,0.1796,2026-02-04,537.3,0.006886,-0.001489,0.007631,0.017681,-0.001117
4716.T,2026,2,2025-12-23T00:00:00,BMO,1773809014070.0,0.18389,11,-0.6678,-1.4626,-0.8863,2025-12-24,13700.0,-0.014599,-0.019708,-0.029927,-0.022628,-0.020073
4704.T,2025,4,2026-02-21T00:00:00,BMO,749035656000.0,0.164282,12,-0.1376,-0.1471,-0.0381,2026-02-24,5091.0,-0.015714,-0.022785,-0.047142,-0.036339,-0.012375
5108.T,2025,4,2026-02-21T00:00:00,BMO,4733041400000.0,0.284612,12,1.1402,0.5323,0.4456,2026-02-24,3667.0,0.005454,0.000273,-0.002727,-0.000273,0.016362
5108.T,2026,1,2026-05-20T00:00:00,BMO,4224131128000.0,0.280679,12,0.9201,-0.3054,-0.1003,2026-05-21,3349.0,0.001493,0.001493,0.003285,-0.006569,-0.010749
600036.SS,2025,4,2026-03-30T00:00:00,BMO,1119008881200.0,0.210798,10,0.9227,1.4062,0.9878,2026-03-31,39.54,-0.002782,-0.000253,-0.003035,-0.005564,0.007081
601288.SS,2025,4,2026-03-30T00:00:00,BMO,2421610370630.0,0.459477,9,1.434,-3.5365,-2.1379,2026-03-31,6.51,0.013825,0.024578,0.029186,0.029186,0.02765
601939.SS,2025,4,2026-03-27T00:00:00,BMO,2464275589020.0,0.311074,6,-0.3558,-0.1712,-0.0024,2026-03-30,9.33,0.012862,0.013934,0.017149,0.019293,0.034298
6098.T,2025,3,2026-02-09T00:00:00,BMO,10131373293000.0,0.23028,12,3.9182,3.291,2.2197,2026-02-10,7368.0,0.014929,0.013165,-0.001357,-0.001086,-0.076412
6723.T,2025,4,2026-02-04T00:00:00,BMO,4650692904000.0,0.112802,12,0.4819,-0.2833,-0.1446,2026-02-05,2760.0,0.007246,0.00942,-0.01558,0.002355,0.071558
7201.T,2025,2,2026-01-08T00:00:00,BMO,1390756107400.0,0.23895,12,1.9136,3.1392,2.1241,2026-01-09,404.9,0.003458,0.00568,0.006668,0.007656,0.025438
6618.HK,2025,4,2026-03-05T00:00:00,BMO,152436097500.0,0.267143,6,-0.953,-3.1232,-1.9366,2026-03-06,49.0,0.002857,-0.015102,0.008163,-0.017551,0.0
7733.T,2026,3,2026-02-19T00:00:00,BMO,1704765960000.0,0.1128,7,-1.9894,-0.0371,0.0154,2026-02-20,1506.5,0.0,-0.000332,-0.007302,-0.01759,-0.043478
8035.T,2026,4,2026-05-04T00:00:00,BMO,21695278800000.0,0.218704,5,1.363,1.0976,0.79,2026-05-07,50620.0,0.011063,0.021533,0.020743,0.021731,0.036152
6301.T,2025,2,2026-03-16T00:00:00,BMO,6232574777000.0,-0.045162,10,-0.7184,-1.1435,-0.7591,2026-03-17,6730.0,0.002675,0.004903,0.004606,-0.019762,-0.019019
6301.T,2025,4,2026-05-05T00:00:00,BMO,5874103724000.0,0.067647,12,0.5692,1.4067,0.938,2026-05-07,6595.0,-0.004397,-0.002881,0.0,-0.003033,-0.004397
6758.T,2026,3,2026-02-05T00:00:00,BMO,19977331860000.0,0.121135,12,-0.2432,-1.6726,-1.0448,2026-02-06,3440.0,0.011919,0.004942,0.024128,0.019477,0.00436
6758.T,2026,4,2026-05-08T00:00:00,BMO,18801569070000.0,0.44496,12,6.306,3.9784,2.7417,2026-05-11,3392.0,0.00737,0.006781,-0.001769,-0.005896,0.027123
8306.T,2026,4,2026-05-19T00:00:00,BMO,34600664700000.0,0.246982,8,0.1153,0.062,0.1267,2026-05-20,3080.0,-0.001623,-0.008117,-0.010714,-0.016234,-0.004221
688235.SS,2025,4,2026-02-26T00:00:00,BMO,29035175271.0,0.23923,4,-0.0834,0.073,0.1312,2026-02-27,258.33,0.006929,0.006116,-0.005458,-0.002439,-0.028994
8604.T,2026,3,2026-01-30T00:00:00,BMO,4145537115000.0,0.106449,12,-0.375,-0.305,-0.161,2026-02-02,1372.5,-0.001457,-0.010929,-0.022951,-0.049909,-0.011658
8604.T,2026,4,2026-04-24T00:00:00,BMO,3806552832000.0,0.174963,12,0.4576,1.2346,0.8637,2026-04-27,1232.0,0.004464,0.007305,0.005276,-0.001218,0.034091
8591.T,2026,3,2026-02-09T00:00:00,BMO,5586601880000.0,0.197998,12,2.2898,0.8372,0.6135,2026-02-10,5367.0,0.004099,0.005403,0.006894,0.011552,0.046767
9432.T,2026,3,2026-02-05T00:00:00,BMO,12684315585000.0,0.188232,12,0.6746,1.4451,1.0052,2026-02-06,154.3,-0.006481,-0.007777,-0.008425,-0.011666,-0.011666
9433.T,2026,3,2026-02-06T00:00:00,BMO,10720245573000.0,0.094749,12,-2.031,-1.3488,-0.8435,2026-02-09,2625.5,-0.018473,-0.018092,-0.015997,-0.032184,-0.01733
9618.HK,2025,4,2026-03-05T00:00:00,BMO,272526450000.0,0.608719,12,1.0495,-0.0528,0.1787,2026-03-06,98.55,0.043125,0.055302,0.06342,0.067478,0.070523
9626.HK,2025,4,2026-03-05T00:00:00,BMO,88337714119.0,0.427128,12,-0.3627,-0.0763,0.0999,2026-03-06,204.6,0.000978,0.012708,0.01564,-0.018573,-0.034213
9626.HK,2026,1,2026-05-19T00:00:00,BMO,65477289525.0,0.45901,12,0.3137,2.5901,1.8442,2026-05-20,155.3,-0.049581,-0.043142,-0.043142,-0.04443,-0.116549
9898.HK,2025,4,2026-03-18T00:00:00,BMO,18424637000.0,0.376571,12,0.77,-1.4909,-0.8373,2026-03-19,68.25,-0.008791,-0.005861,-0.014652,-0.010989,0.010989
9868.HK,2025,4,2026-03-20T00:00:00,BMO,136659430359.0,0.237432,12,0.703,-0.69,-0.3654,2026-03-23,70.0,0.018571,0.045,0.027857,0.022857,0.052857
9961.HK,2025,4,2026-02-25T00:00:00,BMO,271415832763.0,0.463798,12,1.7639,0.5415,0.5143,2026-02-26,413.8,-0.017883,-0.028033,-0.032866,-0.033349,-0.01015
9434.T,2025,2,2026-01-26T00:00:00,BMO,10174028655000.0,0.264538,12,-0.2958,-0.8801,-0.4795,2026-01-27,212.5,0.002353,0.001412,0.002353,-0.004706,-0.007059
9434.T,2025,3,2026-02-09T00:00:00,BMO,10187947724400.0,0.379896,12,0.935,1.1265,0.8652,2026-02-10,213.5,0.001405,0.005152,0.004215,-0.006089,-0.005152
9434.T,2025,4,2026-05-11T00:00:00,BMO,10489928750200.0,0.414842,12,1.1822,0.8319,0.6859,2026-05-12,217.4,0.0069,0.00046,0.0,0.00874,0.024839
9888.HK,2025,4,2026-02-26T00:00:00,BMO,335771400000.0,0.59672,12,1.8101,0.2498,0.3712,2026-02-27,122.5,0.004898,0.009796,0.023673,0.00898,-0.035102
9888.HK,2026,1,2026-05-18T00:00:00,BMO,366518699999.0,0.595503,12,1.4583,-0.4295,-0.0707,2026-05-19,134.2,0.022355,0.020119,0.011177,0.018629,-0.002235
9999.HK,2026,1,2026-05-21T00:00:00,BMO,549117719099.0,0.388882,12,1.9201,0.8885,0.7137,2026-05-22,177.8,0.025872,0.034308,0.048369,0.015748,0.065242
9988.HK,2026,3,2026-03-19T00:00:00,BMO,2450976000000.0,0.316066,12,1.0032,0.0585,0.1486,2026-03-20,123.6,0.016181,0.015372,0.012136,0.004854,-0.031553
9988.HK,2026,4,2026-05-13T00:00:00,BMO,2467291200000.0,0.277591,12,0.0733,-1.7176,-1.0193,2026-05-14,143.2,-0.01676,-0.018156,-0.023045,-0.039804,-0.074721
A,2026,1,2026-02-25T00:00:00,BMO,35295760000.0,0.239421,12,1.8203,0.2132,0.2224,2026-02-26,121.1575,-0.01888,-0.038112,-0.038937,-0.001548,0.001836
A,2026,2,2026-05-27T00:00:00,BMO,32782720000.0,0.288028,12,2.905,2.8021,1.9222,2026-05-28,133.0,0.005714,0.014361,0.018496,0.01797,0.018195
A5G.IR,2025,4,2026-03-04T00:00:00,BMO,18653973439.0,0.324943,4,1.1034,1.2988,0.958,2026-03-05,8.92,0.005605,0.005605,0.001121,-0.0213,-0.023543
AA,2026,1,2026-04-16T00:00:00,BMO,18563598119.0,0.191043,12,-0.8415,-0.264,-0.1047,2026-04-17,65.05,0.017218,0.028747,-0.00246,0.008609,0.022905
AAF.L,2026,3,2026-01-30T00:00:00,BMO,11641223999.0,0.455603,12,1.2124,0.4823,0.4729,2026-02-02,320.966,0.005091,0.004468,0.005091,0.015684,0.00883
AAL.L,2025,4,2026-02-20T00:00:00,BMO,42610755730.0,0.218147,12,0.4107,0.0654,0.1189,2026-02-23,3623.0,0.003864,0.00276,0.012697,0.003312,0.012697
AALB.AS,2025,4,2026-02-26T00:00:00,BMO,3888936000.0,0.233951,11,0.6936,0.3245,0.2928,2026-02-27,35.9,-0.005014,-0.008914,-0.021727,-0.026184,-0.029526
AAMI,2025,4,2026-02-05T00:00:00,BMO,1732164000.0,0.260144,12,0.0621,-3.4733,-2.1666,2026-02-06,50.39,0.004366,0.005457,0.016075,0.012304,0.028577
AAOI,2025,4,2026-02-26T00:00:00,BMO,3776339840.0,0.165371,12,-0.0472,0.0537,0.0928,2026-02-27,65.92,0.069023,0.170055,0.175364,0.277609,0.554915
AAOI,2026,1,2026-05-07T00:00:00,BMO,11970649000.0,0.164536,12,-0.0652,0.7205,0.5259,2026-05-08,173.9,-0.038413,-0.072915,-0.13456,-0.143243,0.063312
AAON,2025,4,2026-03-02T00:00:00,BMO,8538546832.0,0.190895,12,0.1557,-1.01,-0.5897,2026-03-03,100.09,-0.063743,-0.070736,-0.061545,-0.047957,-0.041163
AALBF,2025,4,2026-02-26T00:00:00,BMO,4344805720.0,0.233951,11,0.6936,0.3245,0.2928,2026-03-04,38.92,0.0,0.0,0.0,0.0,-0.008479
AAL,2026,1,2026-04-23T00:00:00,BMO,7788712180.0,0.437754,12,1.9694,1.1025,0.8698,2026-04-24,11.94,0.01005,0.01005,0.008375,0.0134,-0.021776
AAP,2026,1,2026-05-21T00:00:00,BMO,3523062000.0,0.352494,12,2.6749,1.079,0.8247,2026-05-22,58.01,-0.00793,-0.027409,-0.031719,-0.001034,-0.049991
AAT,2025,4,2026-02-04T00:00:00,BMO,1137985161.0,0.153467,12,-1.2054,-4.8601,-3.1054,2026-02-05,18.67,0.003749,0.013926,0.018211,0.02571,0.014997
AAVMY,2026,1,2026-05-13T00:00:00,BMO,30676984109.0,0.124303,4,0.1153,-4.7713,-3.0578,2026-05-14,38.1,-0.000262,0.001312,0.001837,0.0,-0.008136
ABBV,2025,4,2026-02-04T00:00:00,BMO,386540907120.0,0.323307,12,0.3696,-0.2795,-0.0685,2026-02-05,216.82,0.003644,0.000323,-0.007195,0.008579,0.030209
ABCB,2025,4,2026-01-30T00:00:00,BMO,5483961534.0,0.302333,12,0.8514,-1.5072,-0.8739,2026-02-02,81.26,-0.004307,-0.012122,0.002338,-0.016367,0.020921
ABCB,2026,1,2026-04-24T00:00:00,BMO,5754396239.0,0.317871,12,0.9523,-0.6506,-0.3116,2026-04-27,85.29,0.004221,-0.004104,-0.006449,-0.001407,0.004573
ABCL,2025,4,2026-02-24T00:00:00,BMO,961836804.0,0.275795,12,1.8651,0.9257,0.6982,2026-02-25,3.38,-0.044379,-0.02071,-0.035503,-0.056213,0.065089
ABCL,2026,1,2026-05-12T00:00:00,BMO,1500219294.0,0.24223,12,0.671,-0.2879,-0.1023,2026-05-13,4.92,-0.020325,0.002033,-0.03252,-0.028455,-0.107724
AARTY,2026,4,2026-05-09T00:00:00,BMO,19037340000.0,0.396935,12,0.3683,-0.3525,-0.0902,2026-05-14,52.2,0.0,0.0,0.0,0.0,-0.178544
ABEV,2025,4,2026-02-13T00:00:00,BMO,48525457510.0,0.249703,12,1.3248,0.6949,0.5391,2026-02-17,3.11,-0.009646,-0.012862,-0.012862,-0.009646,-0.019293
AB,2026,1,2026-04-28T00:00:00,BMO,3554967649.0,0.414041,12,3.0367,1.4206,1.0683,2026-04-29,39.02,0.006151,0.012045,0.018196,0.008713,0.022809
ABF.L,2026,2,2026-04-21T00:00:00,BMO,13024950000.0,0.171809,12,0.1963,-0.1222,-0.0193,2026-04-22,1841.5,0.005702,0.005702,0.004616,0.007021,-0.004887
ABM,2025,4,2025-12-17T00:00:00,BMO,2967375000.0,0.204328,12,0.2354,0.1808,0.1891,2025-12-18,47.51,-0.024416,-0.039571,-0.049884,-0.085035,-0.113029
ABI.BR,2025,4,2026-02-12T00:00:00,BMO,136668760000.0,0.232209,12,2.1912,1.785,1.2416,2026-02-13,67.02,0.002686,0.008057,0.011041,-0.000298,-0.008953
ABN.AS,2026,1,2026-05-13T00:00:00,BMO,26149927157.0,0.124303,4,0.1153,-4.7713,-3.0578,2026-05-14,32.25,-0.00093,0.005891,0.004341,0.010543,0.007132
ABNB,2025,4,2026-02-12T00:00:00,BMO,71083480000.0,0.214501,12,0.599,0.5769,0.4501,2026-02-13,125.75,-0.026243,-0.032366,-0.040875,-0.03507,-0.012167
ABNB,2026,1,2026-05-07T00:00:00,BMO,83995080000.0,0.190323,12,-1.7139,-2.7185,-1.7004,2026-05-08,138.29,0.025092,0.053655,0.05004,0.023357,-0.008533
ABG,2025,4,2026-02-05T00:00:00,BMO,4190450000.0,0.171846,12,1.6095,1.1028,0.7769,2026-02-06,222.34,-0.004722,0.010479,0.020194,0.013133,0.004453
ABG,2026,1,2026-04-28T00:00:00,BMO,3810640000.0,0.125894,12,-0.4448,-3.9976,-2.5544,2026-04-29,200.56,-0.003789,0.01087,0.01057,0.004438,0.015756
ABT,2025,4,2026-01-22T00:00:00,BMO,189741670000.0,0.272371,12,-1.287,0.2232,0.2404,2026-01-23,108.27,0.003233,0.005172,-0.003694,-0.007943,0.004526
ABT,2026,1,2026-04-16T00:00:00,BMO,166782175730.0,0.336762,12,0.7647,3.7366,2.5467,2026-04-17,95.24,0.01302,0.01323,0.012915,0.016695,0.00819
ABSI,2026,1,2026-05-08T00:00:00,BMO,902475174.0,0.216342,9,-1.1582,-0.6544,-0.3497,2026-05-11,5.99,0.068447,0.086811,0.071786,-0.035058,-0.106845
ABX,2026,1,2026-05-08T00:00:00,BMO,878725072.0,0.183356,8,-1.4974,-0.4899,-0.2543,2026-05-11,9.28,-0.003772,0.018319,-0.010776,-0.006466,0.006466
AC.TO,2025,4,2026-02-13T00:00:00,BMO,5994000000.0,0.310878,12,0.2586,1.7299,1.2332,2026-02-17,19.91,0.014063,0.009543,0.021095,0.030638,0.066298
ABR,2026,1,2026-05-08T00:00:00,BMO,1400145272.0,0.149771,12,1.1204,-0.121,-0.0262,2026-05-11,7.16,-0.053073,-0.043296,-0.037709,-0.069832,-0.182961
ABX.TO,2025,4,2026-02-05T00:00:00,BMO,100739396800.0,0.407231,12,4.1032,1.7627,1.2883,2026-02-06,61.29,0.009463,0.019416,0.001468,0.006853,0.032632
ACA.PA,2025,4,2026-02-04T00:00:00,BMO,54994500000.0,0.288323,12,2.0359,0.7896,0.6142,2026-02-05,18.26,-0.011501,-0.006572,-0.010405,-0.024644,-0.020811
ACA.PA,2026,1,2026-05-01T00:00:00,BMO,50304756200.0,0.249953,12,0.7709,-0.599,-0.3019,2026-05-04,16.67,0.004799,0.0018,0.002999,0.0006,-0.0012
ACA,2025,4,2026-02-27T00:00:00,BMO,5266520000.0,0.291203,12,0.8499,0.0442,0.1306,2026-03-02,106.46,-0.018129,0.01099,0.024798,0.020759,0.035976
ACA,2026,1,2026-05-01T00:00:00,BMO,6113240000.0,0.305498,12,1.0546,0.1093,0.1779,2026-05-04,125.23,0.010141,0.020682,0.020682,-0.01621,0.047273
ACDC,2026,1,2026-05-07T00:00:00,BMO,1066854880.0,0.184641,12,-0.7076,-0.5979,-0.324,2026-05-08,6.49,-0.026194,-0.009245,0.001541,0.026194,0.043143
ACAD,2025,4,2026-02-26T00:00:00,BMO,4172414400.0,0.313973,12,1.4469,-0.3177,-0.0966,2026-02-27,24.34,0.01931,0.022597,0.030813,0.008628,-0.06327
ACAD,2026,1,2026-05-06T00:00:00,BMO,3662705160.0,0.272864,12,0.5297,-1.0828,-0.6083,2026-05-07,21.89,0.024669,-0.003198,0.009593,0.031064,0.023755
ACEL,2025,4,2026-03-04T00:00:00,BMO,1110361200.0,0.204464,12,-0.6412,-1.2944,-0.7698,2026-03-05,12.99,-0.016936,-0.04234,-0.046959,-0.060046,-0.098537
ACEL,2026,1,2026-05-05T00:00:00,BMO,1029548140.0,0.368777,12,1.1316,0.6553,0.555,2026-05-06,11.78,-0.00764,-0.033107,-0.036503,-0.035654,-0.034805
ACGBY,2025,4,2026-03-30T00:00:00,BMO,249667476486.0,0.459478,9,1.434,-3.5365,-2.1379,2026-03-31,17.41,0.017806,0.018955,0.018955,0.028145,0.021252
ACHC,2025,4,2026-02-25T00:00:00,BMO,1884811280.0,0.469113,12,1.5692,2.2885,1.6517,2026-02-26,21.25,0.003294,0.022118,0.039059,0.048941,0.104
ACHR,2025,4,2026-03-03T00:00:00,BMO,4195348200.0,0.165228,12,-0.9602,0.1875,0.1797,2026-03-04,6.83,-0.013177,0.008785,0.008785,-0.011713,-0.054173
ACHR,2026,1,2026-05-11T00:00:00,BMO,5015199000.0,0.168755,12,-0.8708,0.6356,0.4722,2026-05-12,6.33,-0.034755,-0.017378,-0.023697,0.009479,0.031596
ACI,2025,3,2026-01-07T00:00:00,BMO,8558271000.0,0.31732,12,1.1237,1.4194,1.0337,2026-01-08,15.95,0.04326,0.023824,0.031975,0.04326,0.044514
ACI,2025,4,2026-04-14T00:00:00,BMO,8328498000.0,0.44368,12,3.6487,4.0493,2.7873,2026-04-15,16.21,0.010487,0.021592,0.032696,0.024676,0.009254
ACIC,2026,1,2026-05-05T00:00:00,BMO,576244462.0,0.182241,12,0.1705,0.7031,0.5208,2026-05-06,11.21,-0.087422,-0.101695,-0.107939,-0.067797,-0.033006
ACN,2026,1,2025-12-18T00:00:00,BMO,167188140936.0,0.205963,12,-1.0877,-1.93,-1.1824,2025-12-19,270.0,0.010407,0.014519,0.019296,0.008963,0.002185
ACN,2026,2,2026-03-19T00:00:00,BMO,125588744194.0,0.255518,12,-0.3931,-0.3418,-0.1327,2026-03-20,203.5,-0.00113,-0.007568,-0.017641,-0.017297,-0.016658
ACIW,2025,4,2026-02-26T00:00:00,BMO,4094982199.0,0.359142,12,1.456,0.8165,0.6564,2026-02-27,39.59,0.003284,-0.005304,0.000758,0.002273,0.019197
ACOPY,2026,2,2026-02-16T00:00:00,BMO,4321324800.0,0.320161,5,-0.2252,2.6643,1.8439,2026-02-17,6.27,0.0,0.0,0.0,0.0,0.075598
ACMR,2025,4,2026-02-26T00:00:00,BMO,3713242853.0,0.209132,12,0.0063,2.0895,1.4314,2026-02-27,56.0,0.01625,0.02875,0.016429,-0.008214,0.019821
